================ Training Loss (Wed Oct 15 14:10:54 2025) ================
[Rank 0] (epoch: 1, iters: 100, time: 0.040, data: 0.152) , G_GAN: 0.760, G_L1: 8.585, D_real: 0.740, D_fake: 0.825

[Rank 0] (epoch: 63, iters: 100, time: 0.039, data: 0.122) , G_GAN: 1.168, G_L1: 2.052, D_real: 0.395, D_fake: 0.666

[Rank 0] (epoch: 63, iters: 200, time: 0.039, data: 0.003) , G_GAN: 1.145, G_L1: 2.371, D_real: 0.554, D_fake: 0.405

[Rank 0] (epoch: 63, iters: 300, time: 0.040, data: 0.003) , G_GAN: 1.300, G_L1: 1.904, D_real: 0.420, D_fake: 1.028

[Rank 0] (epoch: 63, iters: 400, time: 0.059, data: 0.003) , G_GAN: 1.485, G_L1: 2.199, D_real: 0.443, D_fake: 0.408

[Rank 0] (epoch: 63, iters: 500, time: 0.039, data: 0.003) , G_GAN: 0.818, G_L1: 2.038, D_real: 0.584, D_fake: 0.404

[Rank 0] (epoch: 63, iters: 600, time: 0.039, data: 0.003) , G_GAN: 1.792, G_L1: 2.166, D_real: 0.317, D_fake: 0.759

[Rank 0] (epoch: 63, iters: 700, time: 0.040, data: 0.003) , G_GAN: 0.700, G_L1: 1.790, D_real: 0.875, D_fake: 0.469

[Rank 0] (epoch: 63, iters: 800, time: 0.039, data: 0.003) , G_GAN: 1.501, G_L1: 2.331, D_real: 0.361, D_fake: 0.779

[Rank 0] (epoch: 63, iters: 900, time: 0.039, data: 0.003) , G_GAN: 0.834, G_L1: 1.996, D_real: 0.832, D_fake: 0.509

[Rank 0] (epoch: 63, iters: 1000, time: 0.040, data: 0.003) , G_GAN: 1.136, G_L1: 1.996, D_real: 0.544, D_fake: 0.669

[Rank 0] (epoch: 63, iters: 1100, time: 0.039, data: 0.003) , G_GAN: 1.412, G_L1: 1.884, D_real: 0.502, D_fake: 0.548

[Rank 0] (epoch: 63, iters: 1200, time: 0.130, data: 0.003) , G_GAN: 1.177, G_L1: 1.568, D_real: 0.725, D_fake: 0.516

[Rank 0] (epoch: 63, iters: 1300, time: 0.040, data: 0.003) , G_GAN: 0.991, G_L1: 1.842, D_real: 0.421, D_fake: 0.923

[Rank 0] (epoch: 63, iters: 1400, time: 0.039, data: 0.003) , G_GAN: 0.730, G_L1: 1.778, D_real: 0.751, D_fake: 0.585

[Rank 0] (epoch: 63, iters: 1500, time: 0.039, data: 0.003) , G_GAN: 1.238, G_L1: 2.095, D_real: 0.384, D_fake: 0.563

[Rank 0] (epoch: 63, iters: 1600, time: 0.040, data: 0.003) , G_GAN: 1.404, G_L1: 1.957, D_real: 0.201, D_fake: 1.255

[Rank 0] (epoch: 63, iters: 1700, time: 0.039, data: 0.003) , G_GAN: 0.894, G_L1: 1.509, D_real: 0.577, D_fake: 0.745

[Rank 0] (epoch: 63, iters: 1800, time: 0.039, data: 0.003) , G_GAN: 1.114, G_L1: 2.098, D_real: 0.591, D_fake: 0.620

[Rank 0] (epoch: 63, iters: 1900, time: 0.039, data: 0.003) , G_GAN: 1.217, G_L1: 2.110, D_real: 0.472, D_fake: 0.662

[Rank 0] (epoch: 63, iters: 2000, time: 0.040, data: 0.003) , G_GAN: 1.162, G_L1: 1.960, D_real: 0.565, D_fake: 0.541

[Rank 0] (epoch: 63, iters: 2100, time: 0.039, data: 0.003) , G_GAN: 1.808, G_L1: 2.145, D_real: 0.286, D_fake: 1.142

[Rank 0] (epoch: 63, iters: 2200, time: 0.039, data: 0.003) , G_GAN: 1.126, G_L1: 1.869, D_real: 0.663, D_fake: 0.498

[Rank 0] (epoch: 63, iters: 2300, time: 0.039, data: 0.003) , G_GAN: 1.247, G_L1: 1.894, D_real: 0.646, D_fake: 0.674

[Rank 0] (epoch: 63, iters: 2400, time: 0.039, data: 0.003) , G_GAN: 1.675, G_L1: 1.843, D_real: 0.277, D_fake: 1.213

[Rank 0] (epoch: 64, iters: 100, time: 0.040, data: 0.126) , G_GAN: 0.771, G_L1: 1.847, D_real: 0.815, D_fake: 0.485

[Rank 0] (epoch: 64, iters: 200, time: 0.038, data: 0.003) , G_GAN: 1.004, G_L1: 1.933, D_real: 0.658, D_fake: 0.526

[Rank 0] (epoch: 64, iters: 300, time: 0.039, data: 0.002) , G_GAN: 1.004, G_L1: 1.855, D_real: 0.777, D_fake: 0.381

[Rank 0] (epoch: 64, iters: 400, time: 0.062, data: 0.003) , G_GAN: 1.100, G_L1: 2.118, D_real: 0.652, D_fake: 0.608

[Rank 0] (epoch: 64, iters: 500, time: 0.040, data: 0.002) , G_GAN: 1.962, G_L1: 2.076, D_real: 0.428, D_fake: 0.772

[Rank 0] (epoch: 64, iters: 600, time: 0.039, data: 0.003) , G_GAN: 0.867, G_L1: 1.956, D_real: 0.706, D_fake: 0.572

[Rank 0] (epoch: 64, iters: 700, time: 0.039, data: 0.003) , G_GAN: 0.943, G_L1: 1.711, D_real: 0.613, D_fake: 0.683

[Rank 0] (epoch: 64, iters: 800, time: 0.061, data: 0.003) , G_GAN: 0.922, G_L1: 1.747, D_real: 0.684, D_fake: 0.582

[Rank 0] (epoch: 64, iters: 900, time: 0.039, data: 0.003) , G_GAN: 0.752, G_L1: 1.667, D_real: 0.638, D_fake: 0.676

[Rank 0] (epoch: 64, iters: 1000, time: 0.039, data: 0.002) , G_GAN: 1.210, G_L1: 1.803, D_real: 0.493, D_fake: 0.696

[Rank 0] (epoch: 64, iters: 1100, time: 0.040, data: 0.002) , G_GAN: 1.845, G_L1: 2.126, D_real: 0.180, D_fake: 1.406

[Rank 0] (epoch: 64, iters: 1200, time: 0.040, data: 0.003) , G_GAN: 1.200, G_L1: 1.825, D_real: 0.587, D_fake: 0.610

[Rank 0] (epoch: 64, iters: 1300, time: 0.040, data: 0.003) , G_GAN: 1.098, G_L1: 1.873, D_real: 0.807, D_fake: 0.496

[Rank 0] (epoch: 64, iters: 1400, time: 0.039, data: 0.003) , G_GAN: 1.121, G_L1: 1.848, D_real: 0.619, D_fake: 0.614

[Rank 0] (epoch: 64, iters: 1500, time: 0.039, data: 0.003) , G_GAN: 1.262, G_L1: 1.879, D_real: 0.458, D_fake: 0.708

[Rank 0] (epoch: 64, iters: 1600, time: 0.039, data: 0.003) , G_GAN: 0.844, G_L1: 1.707, D_real: 0.678, D_fake: 0.615

[Rank 0] (epoch: 64, iters: 1700, time: 0.039, data: 0.002) , G_GAN: 0.447, G_L1: 2.112, D_real: 0.834, D_fake: 0.282

[Rank 0] (epoch: 64, iters: 1800, time: 0.040, data: 0.003) , G_GAN: 1.107, G_L1: 2.023, D_real: 0.569, D_fake: 0.566

[Rank 0] (epoch: 64, iters: 1900, time: 0.040, data: 0.003) , G_GAN: 0.929, G_L1: 1.717, D_real: 1.026, D_fake: 0.406

[Rank 0] (epoch: 64, iters: 2000, time: 0.039, data: 0.003) , G_GAN: 1.018, G_L1: 1.753, D_real: 1.043, D_fake: 0.338

[Rank 0] (epoch: 64, iters: 2100, time: 0.039, data: 0.003) , G_GAN: 0.945, G_L1: 1.692, D_real: 0.743, D_fake: 0.494

[Rank 0] (epoch: 64, iters: 2200, time: 0.039, data: 0.003) , G_GAN: 1.059, G_L1: 1.932, D_real: 0.525, D_fake: 0.621

[Rank 0] (epoch: 64, iters: 2300, time: 0.039, data: 0.003) , G_GAN: 1.001, G_L1: 1.963, D_real: 1.153, D_fake: 0.257

[Rank 0] (epoch: 64, iters: 2400, time: 0.039, data: 0.003) , G_GAN: 1.044, G_L1: 1.895, D_real: 0.769, D_fake: 0.418

[Rank 0] (epoch: 65, iters: 100, time: 0.039, data: 0.127) , G_GAN: 1.023, G_L1: 1.759, D_real: 0.602, D_fake: 0.802

[Rank 0] (epoch: 65, iters: 200, time: 0.040, data: 0.003) , G_GAN: 0.544, G_L1: 2.215, D_real: 0.962, D_fake: 0.318

[Rank 0] (epoch: 65, iters: 300, time: 0.039, data: 0.003) , G_GAN: 0.490, G_L1: 1.889, D_real: 0.866, D_fake: 0.172

[Rank 0] (epoch: 65, iters: 400, time: 0.061, data: 0.003) , G_GAN: 0.805, G_L1: 2.005, D_real: 0.677, D_fake: 0.618

[Rank 0] (epoch: 65, iters: 500, time: 0.039, data: 0.003) , G_GAN: 1.391, G_L1: 2.003, D_real: 0.622, D_fake: 0.538

[Rank 0] (epoch: 65, iters: 600, time: 0.039, data: 0.003) , G_GAN: 1.484, G_L1: 2.595, D_real: 0.356, D_fake: 0.756

[Rank 0] (epoch: 65, iters: 700, time: 0.039, data: 0.003) , G_GAN: 0.933, G_L1: 1.797, D_real: 0.602, D_fake: 0.613

[Rank 0] (epoch: 65, iters: 800, time: 0.039, data: 0.003) , G_GAN: 1.098, G_L1: 1.775, D_real: 0.750, D_fake: 0.696

[Rank 0] (epoch: 65, iters: 900, time: 0.040, data: 0.003) , G_GAN: 1.103, G_L1: 1.990, D_real: 0.477, D_fake: 0.567

[Rank 0] (epoch: 65, iters: 1000, time: 0.039, data: 0.003) , G_GAN: 0.891, G_L1: 1.741, D_real: 0.496, D_fake: 0.804

[Rank 0] (epoch: 65, iters: 1100, time: 0.039, data: 0.003) , G_GAN: 0.759, G_L1: 1.794, D_real: 0.861, D_fake: 0.630

[Rank 0] (epoch: 65, iters: 1200, time: 0.039, data: 0.003) , G_GAN: 0.935, G_L1: 2.039, D_real: 0.909, D_fake: 0.463

[Rank 0] (epoch: 65, iters: 1300, time: 0.039, data: 0.003) , G_GAN: 1.485, G_L1: 1.820, D_real: 0.236, D_fake: 1.111

[Rank 0] (epoch: 65, iters: 1400, time: 0.037, data: 0.003) , G_GAN: 2.321, G_L1: 1.863, D_real: 0.248, D_fake: 0.769

[Rank 0] (epoch: 65, iters: 1500, time: 0.039, data: 0.002) , G_GAN: 1.711, G_L1: 1.977, D_real: 0.467, D_fake: 0.674

[Rank 0] (epoch: 65, iters: 1600, time: 0.039, data: 0.003) , G_GAN: 3.710, G_L1: 1.966, D_real: 0.172, D_fake: 1.036

[Rank 0] (epoch: 65, iters: 1700, time: 0.039, data: 0.003) , G_GAN: 0.813, G_L1: 1.936, D_real: 1.290, D_fake: 0.276

[Rank 0] (epoch: 65, iters: 1800, time: 0.039, data: 0.003) , G_GAN: 0.797, G_L1: 1.830, D_real: 0.738, D_fake: 0.440

[Rank 0] (epoch: 65, iters: 1900, time: 0.039, data: 0.003) , G_GAN: 0.989, G_L1: 1.947, D_real: 0.494, D_fake: 0.683

[Rank 0] (epoch: 65, iters: 2000, time: 0.037, data: 0.003) , G_GAN: 0.790, G_L1: 1.741, D_real: 0.378, D_fake: 0.340

[Rank 0] (epoch: 65, iters: 2100, time: 0.039, data: 0.003) , G_GAN: 1.366, G_L1: 1.893, D_real: 0.441, D_fake: 0.593

[Rank 0] (epoch: 65, iters: 2200, time: 0.039, data: 0.003) , G_GAN: 2.181, G_L1: 1.852, D_real: 0.337, D_fake: 1.256

[Rank 0] (epoch: 65, iters: 2300, time: 0.039, data: 0.003) , G_GAN: 0.974, G_L1: 1.877, D_real: 0.983, D_fake: 0.339

[Rank 0] (epoch: 65, iters: 2400, time: 0.064, data: 0.003) , G_GAN: 0.908, G_L1: 1.803, D_real: 0.640, D_fake: 0.555

[Rank 0] (epoch: 66, iters: 100, time: 0.039, data: 0.169) , G_GAN: 0.860, G_L1: 2.046, D_real: 0.581, D_fake: 0.389

[Rank 0] (epoch: 66, iters: 200, time: 0.039, data: 0.003) , G_GAN: 0.895, G_L1: 1.854, D_real: 0.883, D_fake: 0.389

[Rank 0] (epoch: 66, iters: 300, time: 0.039, data: 0.003) , G_GAN: 0.874, G_L1: 1.653, D_real: 0.707, D_fake: 0.501

[Rank 0] (epoch: 66, iters: 400, time: 0.063, data: 0.003) , G_GAN: 0.818, G_L1: 1.951, D_real: 0.898, D_fake: 0.373

[Rank 0] (epoch: 66, iters: 500, time: 0.039, data: 0.003) , G_GAN: 0.824, G_L1: 1.895, D_real: 0.747, D_fake: 0.546

[Rank 0] (epoch: 66, iters: 600, time: 0.040, data: 0.002) , G_GAN: 0.887, G_L1: 1.676, D_real: 0.672, D_fake: 0.425

[Rank 0] (epoch: 66, iters: 700, time: 0.040, data: 0.003) , G_GAN: 0.928, G_L1: 1.823, D_real: 0.521, D_fake: 0.750

[Rank 0] (epoch: 66, iters: 800, time: 0.040, data: 0.003) , G_GAN: 0.731, G_L1: 1.594, D_real: 1.040, D_fake: 0.425

[Rank 0] (epoch: 66, iters: 900, time: 0.039, data: 0.003) , G_GAN: 0.904, G_L1: 1.734, D_real: 1.080, D_fake: 0.398

[Rank 0] (epoch: 66, iters: 1000, time: 0.039, data: 0.003) , G_GAN: 0.744, G_L1: 1.822, D_real: 0.962, D_fake: 0.332

[Rank 0] (epoch: 66, iters: 1100, time: 0.039, data: 0.003) , G_GAN: 1.722, G_L1: 1.860, D_real: 0.365, D_fake: 1.074

[Rank 0] (epoch: 66, iters: 1200, time: 0.039, data: 0.002) , G_GAN: 0.609, G_L1: 2.335, D_real: 0.621, D_fake: 0.307

[Rank 0] (epoch: 66, iters: 1300, time: 0.040, data: 0.003) , G_GAN: 0.859, G_L1: 1.873, D_real: 0.712, D_fake: 0.729

[Rank 0] (epoch: 66, iters: 1400, time: 0.040, data: 0.003) , G_GAN: 1.906, G_L1: 2.358, D_real: 0.336, D_fake: 0.690

[Rank 0] (epoch: 66, iters: 1500, time: 0.039, data: 0.003) , G_GAN: 0.725, G_L1: 1.989, D_real: 0.979, D_fake: 0.334

[Rank 0] (epoch: 66, iters: 1600, time: 0.039, data: 0.003) , G_GAN: 0.780, G_L1: 1.879, D_real: 0.816, D_fake: 0.461

[Rank 0] (epoch: 66, iters: 1700, time: 0.039, data: 0.003) , G_GAN: 0.846, G_L1: 2.012, D_real: 0.651, D_fake: 0.493

[Rank 0] (epoch: 66, iters: 1800, time: 0.040, data: 0.003) , G_GAN: 0.901, G_L1: 1.881, D_real: 0.686, D_fake: 0.473

[Rank 0] (epoch: 66, iters: 1900, time: 0.040, data: 0.003) , G_GAN: 0.969, G_L1: 1.723, D_real: 0.630, D_fake: 0.585

[Rank 0] (epoch: 66, iters: 2000, time: 0.059, data: 0.003) , G_GAN: 1.145, G_L1: 1.684, D_real: 0.495, D_fake: 0.722

[Rank 0] (epoch: 66, iters: 2100, time: 0.039, data: 0.003) , G_GAN: 1.678, G_L1: 2.289, D_real: 0.519, D_fake: 0.853

[Rank 0] (epoch: 66, iters: 2200, time: 0.037, data: 0.003) , G_GAN: 0.795, G_L1: 1.829, D_real: 1.022, D_fake: 0.388

[Rank 0] (epoch: 66, iters: 2300, time: 0.039, data: 0.003) , G_GAN: 0.948, G_L1: 1.709, D_real: 0.847, D_fake: 0.419

[Rank 0] (epoch: 66, iters: 2400, time: 0.039, data: 0.003) , G_GAN: 1.991, G_L1: 1.918, D_real: 0.276, D_fake: 1.361

[Rank 0] (epoch: 67, iters: 100, time: 0.039, data: 0.180) , G_GAN: 1.879, G_L1: 1.899, D_real: 0.175, D_fake: 1.331

[Rank 0] (epoch: 67, iters: 200, time: 0.039, data: 0.003) , G_GAN: 1.643, G_L1: 1.730, D_real: 0.256, D_fake: 1.061

[Rank 0] (epoch: 67, iters: 300, time: 0.039, data: 0.002) , G_GAN: 0.998, G_L1: 1.804, D_real: 0.561, D_fake: 0.734

[Rank 0] (epoch: 67, iters: 400, time: 0.059, data: 0.003) , G_GAN: 1.141, G_L1: 2.145, D_real: 0.459, D_fake: 0.845

[Rank 0] (epoch: 67, iters: 500, time: 0.039, data: 0.003) , G_GAN: 0.829, G_L1: 2.171, D_real: 0.652, D_fake: 0.483

[Rank 0] (epoch: 67, iters: 600, time: 0.037, data: 0.003) , G_GAN: 0.885, G_L1: 2.159, D_real: 0.683, D_fake: 0.503

[Rank 0] (epoch: 67, iters: 700, time: 0.039, data: 0.003) , G_GAN: 2.613, G_L1: 1.847, D_real: 0.335, D_fake: 0.463

[Rank 0] (epoch: 67, iters: 800, time: 0.039, data: 0.003) , G_GAN: 3.388, G_L1: 2.306, D_real: 0.345, D_fake: 0.647

[Rank 0] (epoch: 67, iters: 900, time: 0.039, data: 0.003) , G_GAN: 1.542, G_L1: 1.985, D_real: 0.501, D_fake: 0.730

[Rank 0] (epoch: 67, iters: 1000, time: 0.039, data: 0.003) , G_GAN: 1.031, G_L1: 1.928, D_real: 0.711, D_fake: 0.485

[Rank 0] (epoch: 67, iters: 1100, time: 0.039, data: 0.003) , G_GAN: 1.394, G_L1: 2.272, D_real: 0.476, D_fake: 0.545

[Rank 0] (epoch: 67, iters: 1200, time: 0.039, data: 0.003) , G_GAN: 0.752, G_L1: 1.774, D_real: 1.108, D_fake: 0.296

[Rank 0] (epoch: 67, iters: 1300, time: 0.039, data: 0.003) , G_GAN: 1.179, G_L1: 1.998, D_real: 0.566, D_fake: 0.480

[Rank 0] (epoch: 67, iters: 1400, time: 0.039, data: 0.003) , G_GAN: 1.322, G_L1: 1.785, D_real: 0.395, D_fake: 0.834

[Rank 0] (epoch: 67, iters: 1500, time: 0.039, data: 0.003) , G_GAN: 0.931, G_L1: 1.626, D_real: 1.007, D_fake: 0.361

[Rank 0] (epoch: 67, iters: 1600, time: 0.062, data: 0.003) , G_GAN: 0.998, G_L1: 1.637, D_real: 0.470, D_fake: 0.797

[Rank 0] (epoch: 67, iters: 1700, time: 0.039, data: 0.003) , G_GAN: 1.053, G_L1: 1.960, D_real: 0.519, D_fake: 0.561

[Rank 0] (epoch: 67, iters: 1800, time: 0.039, data: 0.003) , G_GAN: 1.191, G_L1: 1.827, D_real: 0.388, D_fake: 1.018

[Rank 0] (epoch: 67, iters: 1900, time: 0.039, data: 0.003) , G_GAN: 1.159, G_L1: 1.920, D_real: 0.451, D_fake: 0.802

[Rank 0] (epoch: 67, iters: 2000, time: 0.040, data: 0.003) , G_GAN: 1.284, G_L1: 2.213, D_real: 0.364, D_fake: 0.830

[Rank 0] (epoch: 67, iters: 2100, time: 0.039, data: 0.003) , G_GAN: 1.131, G_L1: 1.965, D_real: 0.465, D_fake: 0.645

[Rank 0] (epoch: 67, iters: 2200, time: 0.039, data: 0.003) , G_GAN: 2.191, G_L1: 1.743, D_real: 0.130, D_fake: 1.442

[Rank 0] (epoch: 67, iters: 2300, time: 0.039, data: 0.003) , G_GAN: 1.055, G_L1: 1.902, D_real: 0.678, D_fake: 0.593

[Rank 0] (epoch: 67, iters: 2400, time: 0.037, data: 0.003) , G_GAN: 0.916, G_L1: 2.044, D_real: 0.786, D_fake: 0.264

[Rank 0] (epoch: 68, iters: 100, time: 0.039, data: 0.149) , G_GAN: 1.200, G_L1: 2.011, D_real: 0.444, D_fake: 0.907

[Rank 0] (epoch: 68, iters: 200, time: 0.039, data: 0.003) , G_GAN: 0.749, G_L1: 1.610, D_real: 1.120, D_fake: 0.328

[Rank 0] (epoch: 68, iters: 300, time: 0.039, data: 0.003) , G_GAN: 1.117, G_L1: 1.759, D_real: 0.445, D_fake: 0.968

[Rank 0] (epoch: 68, iters: 400, time: 0.061, data: 0.003) , G_GAN: 0.704, G_L1: 1.719, D_real: 0.905, D_fake: 0.536

[Rank 0] (epoch: 68, iters: 500, time: 0.039, data: 0.002) , G_GAN: 1.106, G_L1: 1.782, D_real: 0.481, D_fake: 0.620

[Rank 0] (epoch: 68, iters: 600, time: 0.040, data: 0.003) , G_GAN: 0.686, G_L1: 1.997, D_real: 1.064, D_fake: 0.268

[Rank 0] (epoch: 68, iters: 700, time: 0.039, data: 0.003) , G_GAN: 0.754, G_L1: 1.708, D_real: 0.740, D_fake: 0.607

[Rank 0] (epoch: 68, iters: 800, time: 0.039, data: 0.003) , G_GAN: 0.996, G_L1: 2.023, D_real: 0.646, D_fake: 0.668

[Rank 0] (epoch: 68, iters: 900, time: 0.039, data: 0.003) , G_GAN: 1.098, G_L1: 1.923, D_real: 0.547, D_fake: 0.620

[Rank 0] (epoch: 68, iters: 1000, time: 0.040, data: 0.003) , G_GAN: 1.784, G_L1: 2.268, D_real: 0.240, D_fake: 0.714

[Rank 0] (epoch: 68, iters: 1100, time: 0.039, data: 0.002) , G_GAN: 1.036, G_L1: 2.005, D_real: 0.644, D_fake: 0.611

[Rank 0] (epoch: 68, iters: 1200, time: 0.061, data: 0.003) , G_GAN: 1.008, G_L1: 1.883, D_real: 0.914, D_fake: 0.340

[Rank 0] (epoch: 68, iters: 1300, time: 0.039, data: 0.003) , G_GAN: 1.576, G_L1: 1.994, D_real: 0.280, D_fake: 0.714

[Rank 0] (epoch: 68, iters: 1400, time: 0.039, data: 0.003) , G_GAN: 0.863, G_L1: 1.622, D_real: 0.426, D_fake: 1.012

[Rank 0] (epoch: 68, iters: 1500, time: 0.039, data: 0.002) , G_GAN: 0.764, G_L1: 1.762, D_real: 0.959, D_fake: 0.371

[Rank 0] (epoch: 68, iters: 1600, time: 0.040, data: 0.003) , G_GAN: 1.391, G_L1: 1.875, D_real: 0.337, D_fake: 0.761

[Rank 0] (epoch: 68, iters: 1700, time: 0.039, data: 0.003) , G_GAN: 1.036, G_L1: 1.763, D_real: 0.565, D_fake: 0.504

[Rank 0] (epoch: 68, iters: 1800, time: 0.039, data: 0.003) , G_GAN: 0.990, G_L1: 1.656, D_real: 0.578, D_fake: 0.685

[Rank 0] (epoch: 68, iters: 1900, time: 0.040, data: 0.003) , G_GAN: 0.821, G_L1: 1.759, D_real: 0.789, D_fake: 0.577

[Rank 0] (epoch: 68, iters: 2000, time: 0.039, data: 0.003) , G_GAN: 1.461, G_L1: 2.055, D_real: 0.275, D_fake: 0.758

[Rank 0] (epoch: 68, iters: 2100, time: 0.038, data: 0.002) , G_GAN: 0.841, G_L1: 1.759, D_real: 0.487, D_fake: 0.956

[Rank 0] (epoch: 68, iters: 2200, time: 0.039, data: 0.003) , G_GAN: 0.798, G_L1: 1.926, D_real: 0.835, D_fake: 0.476

[Rank 0] (epoch: 68, iters: 2300, time: 0.039, data: 0.003) , G_GAN: 0.684, G_L1: 1.934, D_real: 0.872, D_fake: 0.385

[Rank 0] (epoch: 68, iters: 2400, time: 0.040, data: 0.002) , G_GAN: 0.984, G_L1: 1.895, D_real: 0.511, D_fake: 0.728

[Rank 0] (epoch: 69, iters: 100, time: 0.039, data: 0.126) , G_GAN: 0.946, G_L1: 1.753, D_real: 0.661, D_fake: 0.552

[Rank 0] (epoch: 69, iters: 200, time: 0.039, data: 0.003) , G_GAN: 1.210, G_L1: 1.813, D_real: 0.379, D_fake: 0.939

[Rank 0] (epoch: 69, iters: 300, time: 0.039, data: 0.002) , G_GAN: 1.397, G_L1: 2.023, D_real: 0.368, D_fake: 0.900

[Rank 0] (epoch: 69, iters: 400, time: 0.063, data: 0.002) , G_GAN: 0.988, G_L1: 1.769, D_real: 0.485, D_fake: 0.826

[Rank 0] (epoch: 69, iters: 500, time: 0.039, data: 0.002) , G_GAN: 0.883, G_L1: 1.572, D_real: 0.694, D_fake: 0.641

[Rank 0] (epoch: 69, iters: 600, time: 0.039, data: 0.003) , G_GAN: 0.885, G_L1: 1.909, D_real: 0.766, D_fake: 0.520

[Rank 0] (epoch: 69, iters: 700, time: 0.039, data: 0.003) , G_GAN: 1.130, G_L1: 1.978, D_real: 0.398, D_fake: 0.739

[Rank 0] (epoch: 69, iters: 800, time: 0.062, data: 0.003) , G_GAN: 1.135, G_L1: 1.891, D_real: 0.586, D_fake: 0.674

[Rank 0] (epoch: 69, iters: 900, time: 0.040, data: 0.003) , G_GAN: 0.449, G_L1: 1.931, D_real: 1.168, D_fake: 0.246

[Rank 0] (epoch: 69, iters: 1000, time: 0.039, data: 0.002) , G_GAN: 1.124, G_L1: 1.915, D_real: 0.574, D_fake: 0.644

[Rank 0] (epoch: 69, iters: 1100, time: 0.039, data: 0.003) , G_GAN: 1.139, G_L1: 1.968, D_real: 0.507, D_fake: 0.590

[Rank 0] (epoch: 69, iters: 1200, time: 0.039, data: 0.003) , G_GAN: 1.367, G_L1: 2.061, D_real: 0.431, D_fake: 0.756

[Rank 0] (epoch: 69, iters: 1300, time: 0.039, data: 0.004) , G_GAN: 1.002, G_L1: 1.612, D_real: 0.421, D_fake: 0.630

[Rank 0] (epoch: 69, iters: 1400, time: 0.040, data: 0.003) , G_GAN: 0.637, G_L1: 1.759, D_real: 0.643, D_fake: 0.481

[Rank 0] (epoch: 69, iters: 1500, time: 0.039, data: 0.003) , G_GAN: 1.180, G_L1: 1.836, D_real: 0.595, D_fake: 0.757

[Rank 0] (epoch: 69, iters: 1600, time: 0.039, data: 0.003) , G_GAN: 1.349, G_L1: 1.713, D_real: 0.402, D_fake: 0.761

[Rank 0] (epoch: 69, iters: 1700, time: 0.039, data: 0.002) , G_GAN: 0.841, G_L1: 1.889, D_real: 0.570, D_fake: 0.650

[Rank 0] (epoch: 69, iters: 1800, time: 0.039, data: 0.002) , G_GAN: 0.904, G_L1: 1.824, D_real: 0.659, D_fake: 0.602

[Rank 0] (epoch: 69, iters: 1900, time: 0.039, data: 0.002) , G_GAN: 0.693, G_L1: 1.966, D_real: 0.727, D_fake: 0.500

[Rank 0] (epoch: 69, iters: 2000, time: 0.039, data: 0.003) , G_GAN: 1.604, G_L1: 1.957, D_real: 0.553, D_fake: 0.877

[Rank 0] (epoch: 69, iters: 2100, time: 0.037, data: 0.003) , G_GAN: 0.926, G_L1: 1.823, D_real: 0.767, D_fake: 0.470

[Rank 0] (epoch: 69, iters: 2200, time: 0.039, data: 0.003) , G_GAN: 0.827, G_L1: 1.792, D_real: 0.746, D_fake: 0.607

[Rank 0] (epoch: 69, iters: 2300, time: 0.039, data: 0.003) , G_GAN: 1.027, G_L1: 2.113, D_real: 0.515, D_fake: 0.861

[Rank 0] (epoch: 69, iters: 2400, time: 0.039, data: 0.003) , G_GAN: 0.832, G_L1: 1.594, D_real: 0.643, D_fake: 0.748

[Rank 0] (epoch: 70, iters: 100, time: 0.040, data: 0.123) , G_GAN: 0.876, G_L1: 1.990, D_real: 0.673, D_fake: 0.438

[Rank 0] (epoch: 70, iters: 200, time: 0.039, data: 0.003) , G_GAN: 1.142, G_L1: 1.924, D_real: 1.033, D_fake: 0.502

[Rank 0] (epoch: 70, iters: 300, time: 0.039, data: 0.003) , G_GAN: 0.951, G_L1: 1.901, D_real: 1.093, D_fake: 0.441

[Rank 0] (epoch: 70, iters: 400, time: 0.062, data: 0.003) , G_GAN: 1.222, G_L1: 1.847, D_real: 0.311, D_fake: 0.953

[Rank 0] (epoch: 70, iters: 500, time: 0.040, data: 0.003) , G_GAN: 1.553, G_L1: 1.850, D_real: 0.186, D_fake: 1.109

[Rank 0] (epoch: 70, iters: 600, time: 0.039, data: 0.003) , G_GAN: 1.077, G_L1: 2.231, D_real: 0.389, D_fake: 0.776

[Rank 0] (epoch: 70, iters: 700, time: 0.039, data: 0.003) , G_GAN: 0.972, G_L1: 1.885, D_real: 0.561, D_fake: 0.725

[Rank 0] (epoch: 70, iters: 800, time: 0.039, data: 0.003) , G_GAN: 0.739, G_L1: 1.843, D_real: 1.056, D_fake: 0.387

[Rank 0] (epoch: 70, iters: 900, time: 0.040, data: 0.003) , G_GAN: 1.877, G_L1: 2.111, D_real: 0.516, D_fake: 0.871

[Rank 0] (epoch: 70, iters: 1000, time: 0.039, data: 0.003) , G_GAN: 1.168, G_L1: 2.013, D_real: 0.657, D_fake: 0.385

[Rank 0] (epoch: 70, iters: 1100, time: 0.040, data: 0.002) , G_GAN: 0.807, G_L1: 1.694, D_real: 0.740, D_fake: 0.469

